,GEOID,households
3546,4716392064.0,619
3547,4716392064.0,527
3548,4716392064.0,918
3549,4716392064.0,413
3550,4716391684.0,450
3551,4716392064.0,450
3552,4716392064.0,387
3553,4716392064.0,624
3554,4716391874.0,445
3555,4716392064.0,387
3556,4716392064.0,697
3557,4716391874.0,446
3558,4716392064.0,700
3559,4716391874.0,799
3560,4716392064.0,379
3561,4716392064.0,485
3562,4716391874.0,812
3563,4716392064.0,622
3564,4716391114.0,620
3565,4716391304.0,1034
3566,4716392064.0,541
3567,4716392064.0,724
3568,4716391494.0,465
3569,4716391494.0,1137
3570,4716391304.0,1160
3571,4716391494.0,728
3572,4716391494.0,629
3573,4716391494.0,465
3574,4716391494.0,265
3575,4716391494.0,995
3576,4716391494.0,314
3577,4716391494.0,727
3578,4716391684.0,898
3579,4716391684.0,308
3580,4716391684.0,732
3581,4716391684.0,383
3582,4716391684.0,568
3583,4716391684.0,918
3584,4716391874.0,449
3585,4716391684.0,855
3586,4716391684.0,589
3587,4716391684.0,211
3588,4716391874.0,1130
3589,4716391874.0,250
3590,4716391114.0,336
3591,4716391114.0,448
3592,4716391114.0,634
3593,4716391114.0,596
3594,4716391114.0,409
3595,4716391874.0,1056
3596,4716391114.0,404
3597,4716391114.0,406
3598,4716391114.0,897
3599,4716391114.0,359
3600,4716391114.0,1186
3601,4716391114.0,1161
3602,4716391114.0,363
3603,4716390734.0,621
3604,4716391114.0,574
3605,4716390734.0,499
3606,4716390734.0,1048
3607,4716390354.0,490
3608,4716390354.0,651
3609,4716390354.0,707
3610,4716390354.0,505
3611,4716390544.0,409
3612,4716390544.0,275
3613,4716390544.0,310
3614,4716390544.0,717
3615,4716390354.0,427
3616,4716390544.0,621
3617,4716390354.0,685
3618,4716390354.0,401
3619,4716390354.0,294
3620,4716390354.0,677
3621,4716390354.0,584
3622,4716390354.0,320
3623,4716390164.0,349
3624,4716390354.0,823
3625,4716390354.0,741
3626,4716390354.0,591
3627,4716390164.0,783
3628,4716390164.0,533
3629,4716390164.0,838
3630,4716390164.0,337
3631,4716390734.0,662
3632,4716390734.0,779
3633,4716390734.0,236
3634,4716390734.0,422
3635,4716390734.0,492
3636,4716390164.0,427
3637,4716390924.0,764
3638,4716390924.0,754
3639,4716390924.0,654
3640,4716390924.0,891
3641,4716390924.0,741
3642,4716390924.0,464
3643,4716390924.0,423
3644,4716390924.0,433
3645,4716390924.0,552
3646,4716390734.0,787
3647,4716390734.0,796
3648,4716390734.0,536
3649,4716390734.0,833
3650,4716390734.0,442
3651,4716390734.0,532
3652,4716391304.0,849
3653,4716391304.0,726
3654,4716391304.0,720
3655,4716391304.0,552
3656,4716391304.0,560
3657,4716590166.0,621
3658,4716590166.0,594
3659,4716590166.0,455
3660,4716590166.0,424
3661,4716590166.0,507
3662,4716590166.0,637
3663,4716590166.0,877
3664,4716590356.0,628
3665,4716590356.0,556
3666,4716590356.0,1036
3667,4716590356.0,523
3668,4716590736.0,710
3669,4716590166.0,555
3670,4716590546.0,336
3671,4716590166.0,790
3672,4716590356.0,357
3673,4716590356.0,531
3674,4716590356.0,331
3675,4716590356.0,841
3676,4716590736.0,700
3677,4716592256.0,781
3678,4716592256.0,583
3679,4716592256.0,311
3680,4716592256.0,468
3681,4716592256.0,855
3682,4716592256.0,691
3683,4716592256.0,942
3684,4716590736.0,1380
3685,4716591116.0,1434
3686,4716590736.0,1241
3687,4716590736.0,666
3688,4716590736.0,518
3689,4716590736.0,483
3690,4716590546.0,556
3691,4716590546.0,799
3692,4716590546.0,536
3693,4716590546.0,627
3694,4716590546.0,495
3695,4716590546.0,837
3696,4716590546.0,513
3697,4716590926.0,487
3698,4716590926.0,806
3699,4716590926.0,392
3700,4716590926.0,433
3701,4716590736.0,692
3702,4716590926.0,654
3703,4716590736.0,797
3704,4716590546.0,334
3705,4716590546.0,599
3706,4716590926.0,793
3707,4716591116.0,370
3708,4716590926.0,1104
3709,4716590926.0,629
3710,4716591116.0,906
3711,4716591116.0,902
3712,4716592066.0,582
3713,4716592066.0,1404
3714,4716591876.0,378
3715,4716592066.0,616
3716,4716592066.0,864
3717,4716592066.0,647
3718,4716592066.0,698
3719,4716592066.0,549
3720,4716592066.0,1217
3721,4716592066.0,1227
3722,4716591306.0,1030
3723,4716591306.0,2279
3724,4716591306.0,774
3725,4716591306.0,520
3726,4716591306.0,1123
3727,4716591496.0,805
3728,4716591876.0,822
3729,4716591496.0,658
3730,4716591496.0,409
3731,4716591306.0,385
3732,4716591876.0,1170
3733,4716591876.0,1223
3734,4716591876.0,462
3735,4716591876.0,1185
3736,4716591496.0,828
3737,4716591496.0,620
3738,4716591496.0,333
3739,4716591496.0,1524
3740,4716591686.0,953
3741,4716591686.0,387
3742,4716591686.0,728
3743,4716591686.0,581
3744,4716591116.0,1584
3745,4716591116.0,1234
3746,4716591116.0,1235
3747,4716591686.0,587
3748,4716591686.0,1359
3749,4716591686.0,448
3750,4716591306.0,750
3751,,495
3752,4716791118.0,369
3753,4716791118.0,945
3754,4716791118.0,374
3755,4716790548.0,414
3756,4716790738.0,1628
3757,4716790738.0,1624
3758,4716791498.0,1000
3759,4716790928.0,471
3760,4716791498.0,847
3761,4716790928.0,569
3762,4716791118.0,666
3763,4716790928.0,1251
3764,4716790548.0,599
3765,4716790548.0,623
3766,4716790548.0,547
3767,4716791688.0,983
3768,4716791688.0,675
3769,4716790168.0,438
3770,4716790168.0,409
3771,4716790168.0,827
3772,4716790168.0,370
3773,4716790358.0,599
3774,4716791688.0,268
3775,4716790168.0,607
3776,4716790168.0,243
3777,4716790358.0,290
3778,4716790358.0,279
3779,4716790358.0,576
3780,4716791308.0,476
3781,4716791308.0,1039
3782,4716790358.0,276
3783,4716790358.0,321
3784,4716791308.0,335
3785,4716791308.0,605
3786,4716991500.0,751
3787,4716991120.0,840
3788,4716990360.0,598
3789,4716990740.0,496
3790,4716990170.0,514
3791,4717190172.0,634
3792,4717190172.0,449
3793,4717190172.0,592
3794,4717190172.0,529
3795,4717190172.0,851
3796,4717190362.0,599
3797,4717190552.0,1161
3798,4717190552.0,267
3799,4717190552.0,678
3800,4717190362.0,369
3801,4717190172.0,430
3802,4717190362.0,263
3803,4717190362.0,385
3804,4717190362.0,352
3805,4717390554.0,486
3806,4717390364.0,474
3807,4717391314.0,509
3808,4717390364.0,653
3809,4717390554.0,673
3810,4717390554.0,520
3811,4717390174.0,386
3812,4717390174.0,479
3813,4717390744.0,457
3814,4717390744.0,579
3815,4717391124.0,543
3816,4717391124.0,776
3817,4717390934.0,448
3818,4717390934.0,594
3819,4717590746.0,616
3820,4717590556.0,425
3821,4717590366.0,574
3822,4717590176.0,725
3823,4717791318.0,446
3824,4717791318.0,473
3825,4717791318.0,521
3826,4717792078.0,581
3827,4717792078.0,584
3828,4717792078.0,593
3829,4717792268.0,770
3830,4717791888.0,453
3831,4717791888.0,520
3832,4717792268.0,673
3833,4717792268.0,498
3834,4717790178.0,740
3835,4717790178.0,709
3836,4717790748.0,385
3837,4717791128.0,565
3838,4717790748.0,529
3839,4717790748.0,412
3840,4717790938.0,679
3841,4717791508.0,396
3842,4717791508.0,591
3843,4717790558.0,424
3844,4717790368.0,824
3845,4717790368.0,762
3846,4717791698.0,767
3847,4717791698.0,791
3848,4717791698.0,804
3849,4717791508.0,743
3850,4717990750.0,476
3851,4717990750.0,668
3852,4717990750.0,531
3853,4717990560.0,334
3854,4717990560.0,418
3855,4717990560.0,335
3856,4717990560.0,1215
3857,4717990560.0,729
3858,4717990560.0,501
3859,4717990940.0,752
3860,4717990560.0,382
3861,4717990560.0,412
3862,4717990940.0,1091
3863,4717991890.0,620
3864,4717990940.0,1049
3865,4717990750.0,185
3866,4717990750.0,537
3867,4717991890.0,453
3868,4717990940.0,630
3869,4717990940.0,1486
3870,4717990750.0,0
3871,4717990750.0,554
3872,4717990750.0,313
3873,4717990750.0,576
3874,4717990370.0,340
3875,4717990370.0,541
3876,4717990370.0,492
3877,4717990370.0,453
3878,4717990370.0,832
3879,4717990750.0,531
3880,4717990370.0,289
3881,4717990370.0,311
3882,4717990370.0,491
3883,4717990370.0,541
3884,4717990560.0,632
3885,4717990750.0,539
3886,4717990370.0,1215
3887,4717990370.0,317
3888,4717990180.0,1142
3889,4717990180.0,965
3890,4717990370.0,451
3891,4717990370.0,358
3892,4717990370.0,687
3893,4717990180.0,461
3894,4717990180.0,824
3895,4717990180.0,972
3896,4717990180.0,1345
3897,4717990180.0,1043
3898,4717990180.0,816
3899,4717991320.0,1611
3900,4717991320.0,752
3901,4717991320.0,867
3902,4717991320.0,986
3903,4717991130.0,815
3904,4717991320.0,1200
3905,4717991510.0,738
3906,4717991510.0,1162
3907,4717991510.0,603
3908,4717991130.0,1589
3909,4717991130.0,925
3910,4717991130.0,501
3911,4717991130.0,1247
3912,4717991130.0,1352
3913,4717991890.0,1287
3914,4717991890.0,389
3915,4717991890.0,541
3916,4717991700.0,583
3917,4717991700.0,759
3918,4717991700.0,758
3919,4717991700.0,643
3920,4717991700.0,615
3921,4717991510.0,678
3922,4717991700.0,587
3923,4717991510.0,681
3924,4717990750.0,441
3925,4717990560.0,609
3926,4717990560.0,335
3927,4717990560.0,499
3928,4718190562.0,662
3929,4718190562.0,244
3930,4718190562.0,268
3931,4718190942.0,426
3932,4718191322.0,617
3933,4718191322.0,601
3934,4718190562.0,663
3935,4718191132.0,543
3936,4718190752.0,419
3937,4718190752.0,467
3938,4718190942.0,416
3939,4718190942.0,413
3940,4718191132.0,412
3941,4718390184.0,481
3942,4718391514.0,958
3943,4718390944.0,635
3944,4718391514.0,726
3945,4718391324.0,432
3946,4718391324.0,796
3947,4718391324.0,657
3948,4718391134.0,416
3949,4718391324.0,580
3950,4718390944.0,778
3951,4718390754.0,317
3952,4718390754.0,659
3953,4718391514.0,639
3954,4718390184.0,379
3955,4718390184.0,422
3956,4718391704.0,531
3957,4718391704.0,392
3958,4718390374.0,732
3959,4718390374.0,611
3960,4718390754.0,510
3961,4718390564.0,501
3962,4718390564.0,500
3963,4718390564.0,480
3964,4718390184.0,314
3965,4718390184.0,278
3966,4718590756.0,385
3967,4718590756.0,520
3968,4718590566.0,764
3969,4718590566.0,600
3970,4718591326.0,885
3971,4718591326.0,788
3972,4718591136.0,469
3973,4718591136.0,661
3974,4718591136.0,537
3975,4718590566.0,774
3976,4718590376.0,559
3977,4718590376.0,794
3978,4718590186.0,631
3979,4718590186.0,394
3980,4718590186.0,492
3981,4718590946.0,701
3982,4718590946.0,669
3983,4718790948.0,1699
3984,4718790948.0,2339
3985,4718790948.0,1901
3986,4718790948.0,951
3987,4718790948.0,765
3988,4718790948.0,402
3989,4718791328.0,701
3990,4718791328.0,783
3991,4718791138.0,534
3992,4718791138.0,1702
3993,4718791138.0,643
3994,4718791138.0,627
3995,4718791138.0,597
3996,4718791138.0,339
3997,4718791138.0,1345
3998,4718790758.0,2476
3999,4718790758.0,679
4000,4718791328.0,435
4001,4718791328.0,614
4002,4718791328.0,1228
4003,4718791328.0,930
4004,4718791328.0,753
4005,4718791518.0,2003
4006,4718791518.0,380
4007,4718791708.0,357
4008,4718791518.0,1400
4009,4718791328.0,910
4010,4718791708.0,974
4011,4718791708.0,861
4012,4718791518.0,1218
4013,4718790188.0,617
4014,4718790188.0,474
4015,4718791708.0,493
4016,4718790188.0,908
4017,4718790188.0,599
4018,4718790188.0,482
4019,4718790188.0,638
4020,4718790188.0,915
4021,4718791708.0,921
4022,4718791898.0,1418
4023,4718791708.0,3279
4024,4718792088.0,1360
4025,4718791898.0,1010
4026,4718791898.0,597
4027,4718791518.0,1003
4028,4718791898.0,512
4029,4718792088.0,703
4030,4718792088.0,528
4031,4718792088.0,532
4032,4718792088.0,944
4033,4718791518.0,687
4034,4718791898.0,882
4035,4718791898.0,679
4036,4718792278.0,1376
4037,4718792278.0,532
4038,4718792278.0,786
4039,4718792278.0,615
4040,4718792088.0,633
4041,4718792088.0,876
4042,4718792278.0,1323
4043,4718792278.0,943
4044,4718790378.0,789
4045,4718790378.0,636
4046,4718790378.0,902
4047,4718790378.0,607
4048,4718790758.0,837
4049,4718790758.0,1077
4050,4718790758.0,922
4051,4718792278.0,540
4052,4718792278.0,860
4053,4718792278.0,1918
4054,4718790948.0,1143
4055,4718790378.0,777
4056,4718790378.0,830
4057,4718790188.0,691
4058,4718791708.0,715
4059,4718791708.0,1827
4060,4718790378.0,980
4061,4718790378.0,1517
4062,4718790568.0,2364
4063,4718790568.0,4584
4064,4718990950.0,984
4065,4718991140.0,1200
4066,4718993230.0,976
4067,4718991140.0,764
4068,4718992850.0,1020
4069,4718992850.0,776
4070,4718994370.0,1144
4071,4718994370.0,1118
4072,4718994750.0,1079
4073,4718994180.0,475
4074,4718994750.0,1450
4075,4718990760.0,1000
4076,4718990950.0,2084
4077,4718991520.0,467
4078,4718993420.0,477
4079,4718993420.0,710
4080,4718991520.0,790
4081,4718994180.0,1383
4082,4718994180.0,366
4083,4718990190.0,657
4084,4718990190.0,366
4085,4718990190.0,516
4086,4718990190.0,581
4087,4718990570.0,616
4088,4718990570.0,1344
4089,4718990570.0,1067
4090,4718994750.0,571
4091,4718990380.0,870
4092,4718990380.0,322
4093,4718991520.0,446
4094,4718991900.0,1073
4095,4718991900.0,1050
4096,4718994560.0,1005
4097,4718991330.0,471
4098,4718993990.0,676
4099,4718993990.0,559
4100,4718993610.0,689
4101,4718993610.0,918
4102,4718993610.0,577
4103,4718993800.0,540
4104,4718993230.0,541
4105,4718994560.0,633
4106,4718994560.0,572
4107,4718993800.0,584
4108,4718993990.0,682
4109,4718992280.0,920
4110,4718992280.0,967
4111,4718991330.0,689
4112,4718993040.0,533
4113,4718992090.0,3518
4114,4718993040.0,776
4115,4718992470.0,617
4116,4718992660.0,2073
4117,4718992470.0,925
4118,4718992470.0,736
4119,4718992470.0,709
4120,4718992280.0,826
4121,4718991710.0,599
4122,4718991710.0,683
4123,4718991710.0,360
4124,4718991710.0,666
